genre,korean,english
fantasy,"도로시가 말했다.
“나는 오즈에게 날 캔사스로 돌려보내 달라고 부탁할거고, 허수아비는 그의 머리 속에 뇌를 만들어달라고 할거야.”","""I want him to send me back to Kansas, and the Scarecrow wants him to put a few brains into his head,"" she replied."
fantasy,양철나무꾼은 잠깐 곰곰이 생각하는 듯이 보였다. 그리고는 그가 말했다.,The Tin Woodman appeared to think deeply for a moment. Then he said:
fantasy,“오즈가 나에게 심장을 줄 수 있을까?”,"""Do you suppose Oz could give me a heart?"""
fantasy,"도로시가 대답했다.
“물론 그럴 수 있다고 생각해. 허수아비에게 뇌를 주는 것만큼 쉬운 일일거야.”","""Why, I guess so,"" Dorothy answered. ""It would be as easy as to give the Scarecrow brains."""
fantasy,"양철나무꾼이 대답했다.
“그래 그럴거야. 만약 내가 너희들과 함께 갈 수 있다면 나도 에메랄드 시에 가서 오즈에게 도와달라고 할거야.”","""True,"" the Tin Woodman returned. ""So, if you will allow me to join your party, I will also go to the Emerald City and ask Oz to help me."""
fantasy,"“그럼, 같이 가자.”
허수아비가 기쁘게 말했다. 도로시도 그가 함께 간다면 정말 좋겠다고 덧붙였다. 그래서 양철나무꾼은 도끼를 어깨에 메고 따라 나섰다. 그들은 노란 벽돌로 포장된 길쪽으로 돌아가기 위해 숲 속을 걸어 갔다.","""Come along,"" said the Scarecrow heartily, and Dorothy added that she would be pleased to have his company. So the Tin Woodman shouldered his axe and they all passed through the forest until they came to the road that was paved with yellow brick."
fantasy,"양철나무꾼은 도로시에게 바구니에 기름통을 넣어 가도록 부탁했다.
“만약 비를 맞게 되면 다시 녹이 슬지도 몰라. 그러면 기름통이 꼭 필요할거야.”","The Tin Woodman had asked Dorothy to put the oil-can in her basket. ""For,"" he said, ""if I should get caught in the rain, and rust again, I would need the oil-can badly."""
fantasy,"새 친구가 그들과 함께 하게된 것은 정말 행운이었다. 왜냐하면 그들이 다시 여행을 시작하자마자 도저히 지나갈 수 없을 정도로 나무들이 울창하고 가지들이 길 위를 덮고 있는 곳에 이르렀기 때문이다. 하지만 양철나무꾼은 그의 도끼로 나무들을 베어내기 시작했고, 순식간에 모두가 함께 지나갈 수 있을 정도의 길을 만들었다.","It was a bit of good luck to have their new comrade join the party, for soon after they had begun their journey again they came to a place where the trees and branches grew so thick over the road that the travelers could not pass. But the Tin Woodman set to work with his axe and chopped so well that soon he cleared a passage for the entire party."
fantasy,도로시는 걷고 있는 동안 골똘히 생각에 잠겨 있느라 허수아비가 구덩이에 빠져 휘청거리다가 길 옆으로 굴러 넘어지는 것을 알아차리지 못했다. 허수아비는 일어설 수 있게 도와달라고 큰 소리로 도로시를 불러야만 했다.,Dorothy was thinking so earnestly as they walked along that she did not notice when the Scarecrow stumbled into a hole and rolled over to the side of the road. Indeed he was obliged to call to her to help him up again.
fantasy,"양철나무꾼이 물었다.
“왜 너는 구덩이를 돌아서 가지 않니?”","""Why didn't you walk around the hole?"" asked the Tin Woodman."
fantasy,"허수아비가 쾌활하게 대답했다.
“난 잘 몰랐어. 너도 알다시피 내 머리는 지푸라기로 채워져 있잖아. 오즈에게 가서 뇌를 달라고 부탁하려는 이유가 바로 그 때문이야.”","""I don't know enough,"" replied the Scarecrow cheerfully. ""My head is stuffed with straw, you know, and that is why I am going to Oz to ask him for some brains."""
fantasy,"양철나무꾼이 말했다.
“아, 그렇구나. 하지만 뇌가 세상에서 가장 소중한 것은 아니야.”","""Oh, I see,"" said the Tin Woodman. ""But, after all, brains are not the best things in the world."""
fantasy,"허수아비가 물었다.
“그럼 넌 뇌를 가지고 있니?”","""Have you any?"" inquired the Scarecrow."
fantasy,"양철나무꾼이 대답했다.
“아니, 내 머리는 완전히 텅 비어 있어. 그러나 한때는 나도 심장과 함께 뇌도 가지고 있었지. 둘 중 하나를 선택하라면 나는 심장을 더 갖고 싶어.”","""No, my head is quite empty,"" answered the Woodman. ""But once I had brains, and a heart also; so, having tried them both, I should much rather have a heart."""
fantasy,"허수아비가 물었다.
“왜 그렇게 생각하는데?”","""And why is that?"" asked the Scarecrow."
fantasy,“너희들에게 내 이야기를 들려줄게. 그럼 그 이유를 알게 될거야.”,"""I will tell you my story, and then you will know."""
fantasy,그래서 그들이 숲을 지나는 동안 양철나무꾼은 다음과 같은 이야기를 들려 주었다.,"So, while they were walking through the forest, the Tin Woodman told the following story:"
fantasy,“나는 숲에서 나무를 베어다가 그걸 팔아서 살아가는 나무꾼의 아들로 태어났어. 어른이 되자 나 역시 나무꾼이 되었지. 아버지가 돌아가신 후 나는 늙으신 어머니를 돌보며 살았어. 어머니마저 돌아가신 후 혼자 살게 되자 난 결혼하기로 마음 먹었지. 그러면 외롭지 않을테니까.,"""I was born the son of a woodman who chopped down trees in the forest and sold the wood for a living. When I grew up, I too became a woodchopper, and after my father died I took care of my old mother as long as she lived. Then I made up my mind that instead of living alone I would marry, so that I might not become lonely."
fantasy,"""아주 아름다운 먼치킨 아가씨가 한 명 있는데 난 곧 그녀를 온 마음으로 사랑하게 되었지. 그녀는 내가 그녀를 위해 좀더 좋은 집을 지을 수 있을만큼 돈을 모으면 나와 결혼하기로 약속해 주었고, 난 그래서 이전보다 더 열심히 일했어. 그런데 그 아가씨는 늙은 어머니와 함께 살았는데, 그녀는 자기 딸이 어느 누구와도 결혼하는 걸 원치 않았어. 그 노파는 매우 게을렀기 때문에 그 소녀가 자기 곁에 남아서 요리도 하고 집안일도 해주길 원했던 거지. 그래서 그 노파는 악한 동쪽 마녀를 찾아가서 만약 이 결혼을 못하게 막아주면 양 두 마리와 소 한 마리를 주겠다고 약속했어. 그러자 곧바로 악한 마녀는 내 도끼에 마법을 걸었어. 어느 화창한 날, 가능한 한 빨리 새 집과 아내를 얻고자 하는 열망을 가지고 나무를 베러 갔는데, 도끼가 갑자기 미끄러져 내 왼쪽 다리를 잘라 버린 거야.","""There was one of the Munchkin girls who was so beautiful that I soon grew to love her with all my heart. She, on her part, promised to marry me as soon as I could earn enough money to build a better house for her; so I set to work harder than ever. But the girl lived with an old woman who did not want her to marry anyone, for she was so lazy she wished the girl to remain with her and do the cooking and the housework. So the old woman went to the Wicked Witch of the East, and promised her two sheep and a cow if she would prevent the marriage. Thereupon the Wicked Witch enchanted my axe, and when I was chopping away at my best one day, for I was anxious to get the new house and my wife as soon as possible, the axe slipped all at once and cut off my left leg."
fantasy,"“처음에는 이 일을 큰 불운으로 여겼어. 한쪽 다리만으로는 나무꾼으로 일할 수 없기 때문이지. 그래서 난 대장장이를 찾아가서 그에게 양철로 새 다리를 만들어 달라고 했어. 일단 익숙해지자 양철 다리는 아주 잘 움직였어. 그러나 그런 내 행동은 악한 동쪽 마녀를 화나게 만들었지. 내가 그 아름다운 먼치킨 아가씨와 결혼하지 못하게 만들겠다고 노파와 약속했거든. 내가 다시 나무를 베기 시작하자 도끼가 또다시 미끄러지더니 오른쪽 다리마저 잘랐어. 난 다시 대장장이를 찾아갔고, 그는 양철로 다리를 만들어 주었지. 그 후에 마법에 걸린 도끼는 내 팔도 하나씩 차례로 잘라 버렸어. 하지만 난 기죽지 않고 그것들을 모두 양철로 바꿔버렸지. 그러자 악한 마녀는 도끼가 내 머리를 자르게 했어. 그 때 난 이제 모든 것이 끝났다고 생각했지. 하지만 때마침 지나가던 대장장이가 날 찾아왔고, 그는 양철로 새 머리를 만들어 주었지.","""This at first seemed a great misfortune, for I knew a one-legged man could not do very well as a wood-chopper. So I went to a tinsmith and had him make me a new leg out of tin. The leg worked very well, once I was used to it. But my action angered the Wicked Witch of the East, for she had promised the old woman I should not marry the pretty Munchkin girl. When I began chopping again, my axe slipped and cut off my right leg. Again I went to the tinsmith, and again he made me a leg out of tin. After this the enchanted axe cut off my arms, one after the other; but, nothing daunted, I had them replaced with tin ones. The Wicked Witch then made the axe slip and cut off my head, and at first I thought that was the end of me. But the tinsmith happened to come along, and he made me a new head out of tin."
fantasy,“그래서 난 악한 마녀를 이겼다고 생각하고는 전보다 더 열심히 일했지. 하지만 난 내 적이 얼마나 잔인한지 전혀 몰랐던 거야. 그 마녀는 아름다운 먼치킨 아가씨에 대한 내 사랑을 없앨 새로운 방법을 생각해 낸거야. 도끼가 또다시 미끄러지더니 내 몸을 그대로 통과해서 두 동강 내버렸지. 대장장이가 다시 나를 돕기 위해 찾아와서는 양철로 몸을 만든 후 양철 팔과 다리와 머리를 나사로 조여 몸에 단단히 붙여 주었지. 그래서 난 이전처럼 잘 돌아다닐 수 있게 되었어. 하지만… 아! 지금 나에겐 심장이 없어. 그래서 그 먼치킨 아가씨에 대한 사랑을 모두 잃어버리고 말았지. 이제는 내가 그녀와 결혼을 하든 하지 못하든 상관하지 않게 되었어. 그런데 내 생각에 그 아가씨는 아직도 내가 그녀에게 오기를 기다리며 노파와 함께 살고 있을거야.,"""I thought I had beaten the Wicked Witch then, and I worked harder than ever; but I little knew how cruel my enemy could be. She thought of a new way to kill my love for the beautiful Munchkin maiden, and made my axe slip again, so that it cut right through my body, splitting me into two halves. Once more the tinsmith came to my help and made me a body of tin, fastening my tin arms and legs and head to it, by means of joints, so that I could move around as well as ever. But, alas! I had now no heart, so that I lost all my love for the Munchkin girl, and did not care whether I married her or not. I suppose she is still living with the old woman, waiting for me to come after her."
